age,type_employer,education,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
33,Private,HS-grad,Married,White-Collar,Husband,White,Male,Low,None,60,United-States,LessThan50K
30,Private,HS-grad,Never-Married,Service,Not-in-family,White,Male,None,None,40,British-Commonwealth,LessThan50K
25,Other-Govt,Bachelors,Never-Married,Professional,Not-in-family,White,Female,None,None,50,United-States,LessThan50K
50,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,40,United-States,GreaterThan50K
54,Self-Employed,HS-grad,Married,White-Collar,Husband,White,Male,None,None,36,United-States,GreaterThan50K
37,Private,Dropout,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
59,Self-Employed,Bachelors,Married,Sales,Husband,White,Male,High,None,55,United-States,GreaterThan50K
17,Private,Dropout,Never-Married,Sales,Own-child,Black,Female,None,None,24,United-States,LessThan50K
56,Self-Employed,HS-grad,Widowed,Admin,Unmarried,White,Female,High,None,40,United-States,GreaterThan50K
57,Private,HS-grad,Not-Married,Service,Not-in-family,White,Male,None,None,38,United-States,LessThan50K
33,Private,Dropout,Never-Married,Service,Own-child,Black,Male,None,None,20,United-States,LessThan50K
41,Self-Employed,Masters,Married,Blue-Collar,Husband,White,Male,None,None,65,United-States,LessThan50K
45,Private,Bachelors,Widowed,Service,Own-child,Asian,Female,None,None,40,SE-Asia,LessThan50K
50,Private,HS-grad,Married,Sales,Husband,White,Male,None,None,48,United-States,LessThan50K
18,Private,HS-grad,Never-Married,Sales,Other-relative,White,Male,None,None,25,United-States,LessThan50K
19,Private,HS-Graduate,Never-Married,Admin,Own-child,White,Female,None,None,20,United-States,LessThan50K
26,Private,HS-Graduate,Married,Professional,Wife,Asian,Female,None,None,40,United-States,LessThan50K
41,Private,HS-Graduate,Married,Professional,Husband,White,Male,None,None,40,United-States,GreaterThan50K
29,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,50,United-States,LessThan50K
27,Private,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,Black,Male,None,None,40,United-States,LessThan50K
35,Private,HS-grad,Not-Married,Admin,Unmarried,White,Female,None,None,38,United-States,LessThan50K
37,Private,Bachelors,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,90,United-States,GreaterThan50K
22,Private,Dropout,Never-Married,Admin,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
25,Private,Dropout,Never-Married,Service,Own-child,White,Female,None,None,24,United-States,LessThan50K
26,Private,HS-grad,Married,Sales,Husband,White,Male,None,None,50,United-States,LessThan50K
27,Other-Govt,HS-grad,Not-Married,Other-Occupations,Own-child,White,Male,None,None,40,United-States,LessThan50K
26,Private,Bachelors,Never-Married,Admin,Not-in-family,White,Male,Low,None,65,United-States,LessThan50K
51,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
45,Private,HS-grad,Married,White-Collar,Husband,Asian,Male,None,None,40,United-States,GreaterThan50K
60,Private,HS-grad,Married,Sales,Husband,White,Male,None,None,40,United-States,LessThan50K
35,Private,HS-Graduate,Married,White-Collar,Husband,White,Male,None,None,55,United-States,GreaterThan50K
24,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
40,Other-Govt,HS-grad,Not-Married,Blue-Collar,Own-child,White,Female,None,None,40,Latin-America,LessThan50K
44,Private,Bachelors,Married,Professional,Husband,Black,Male,None,High,50,United-States,GreaterThan50K
65,Private,HS-grad,Not-Married,White-Collar,Other-relative,White,Female,Low,None,50,United-States,LessThan50K
52,Self-Employed,HS-Graduate,Married,Admin,Wife,White,Female,None,None,40,United-States,GreaterThan50K
38,Private,HS-grad,Not-Married,Blue-Collar,Unmarried,White,Female,None,None,35,United-States,LessThan50K
18,Private,Dropout,Never-Married,Sales,Own-child,White,Female,None,None,49,United-States,LessThan50K
24,Private,Associates,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
52,Private,HS-Graduate,Married,White-Collar,Husband,White,Male,None,None,60,United-States,LessThan50K
21,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,44,United-States,LessThan50K
67,Self-Employed,Doctorate,Married,Sales,Husband,White,Male,High,None,40,United-States,GreaterThan50K
64,Self-Employed,HS-Graduate,Widowed,Blue-Collar,Not-in-family,White,Female,None,None,8,United-States,LessThan50K
25,Private,HS-Graduate,Never-Married,White-Collar,Own-child,Black,Male,None,None,40,United-States,LessThan50K
34,Federal-Govt,Masters,Married,Admin,Husband,White,Male,None,None,50,United-States,GreaterThan50K
39,Self-Employed,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,LessThan50K
26,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,52,United-States,LessThan50K
19,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,None,None,25,United-States,LessThan50K
35,Private,HS-grad,Married,White-Collar,Husband,White,Male,None,None,50,United-States,GreaterThan50K
26,Private,Masters,Never-Married,Professional,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
38,Private,HS-grad,Not-Married,Service,Own-child,White,Male,None,None,35,United-States,LessThan50K
45,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,65,United-States,LessThan50K
18,Private,Dropout,Never-Married,Service,Unmarried,White,Female,None,None,28,United-States,LessThan50K
51,Private,HS-Graduate,Not-Married,Admin,Not-in-family,White,Female,None,None,63,United-States,LessThan50K
36,Private,HS-grad,Not-Married,Service,Unmarried,Black,Female,None,None,28,United-States,LessThan50K
37,Other-Govt,Associates,Never-Married,Other-Occupations,Not-in-family,White,Male,Low,None,40,United-States,LessThan50K
37,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,60,United-States,GreaterThan50K
39,Federal-Govt,HS-grad,Married,Admin,Wife,White,Female,None,None,40,United-States,GreaterThan50K
21,Private,HS-Graduate,Never-Married,Service,Own-child,White,Male,None,None,40,United-States,LessThan50K
46,Other-Govt,Doctorate,Married,Professional,Husband,White,Male,High,None,45,United-States,GreaterThan50K
33,Private,HS-grad,Not-Married,Sales,Not-in-family,White,Female,None,None,35,United-States,LessThan50K
23,Private,Bachelors,Never-Married,Admin,Unmarried,Black,Female,None,None,40,United-States,LessThan50K
52,Self-Employed,HS-grad,Not-Married,Sales,Unmarried,Black,Male,None,None,40,United-States,LessThan50K
28,Private,HS-grad,Never-Married,Admin,Own-child,White,Female,None,None,40,United-States,LessThan50K
23,Other-Govt,HS-Graduate,Never-Married,Professional,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
48,Self-Employed,HS-Graduate,Married,White-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
17,Private,Dropout,Never-Married,Sales,Own-child,White,Female,None,None,20,United-States,LessThan50K
22,Self-Employed,HS-Graduate,Never-Married,Professional,Own-child,White,Female,None,None,3,United-States,LessThan50K
40,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
90,Private,Dropout,Married,White-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
28,Private,HS-grad,Not-Married,Sales,Own-child,White,Female,None,None,40,United-States,LessThan50K
44,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
29,Private,Bachelors,Married,Service,Husband,White,Male,Low,None,42,United-States,GreaterThan50K
45,Private,Associates,Married,White-Collar,Husband,White,Male,None,High,50,United-States,GreaterThan50K
43,Private,HS-grad,Married,Blue-Collar,Husband,Black,Male,None,None,40,Euro_1,GreaterThan50K
49,Federal-Govt,Bachelors,Married,White-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
27,Private,Bachelors,Never-Married,Other-Occupations,Own-child,White,Male,None,None,50,United-States,LessThan50K
60,Self-Employed,HS-grad,Not-Married,Blue-Collar,Unmarried,White,Female,None,None,40,United-States,LessThan50K
33,Private,HS-grad,Married,Blue-Collar,Wife,Other,Female,None,None,40,South-America,LessThan50K
53,Self-Employed,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,GreaterThan50K
19,Private,HS-Graduate,Never-Married,Sales,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
28,Self-Employed,HS-grad,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
22,Private,Associates,Never-Married,Blue-Collar,Own-child,White,Male,None,None,20,United-States,LessThan50K
48,Self-Employed,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,60,United-States,LessThan50K
19,Private,HS-Graduate,Never-Married,Service,Own-child,White,Female,None,None,25,United-States,LessThan50K
28,Private,Associates,Married,Service,Other-relative,White,Female,Low,None,40,United-States,LessThan50K
58,Private,HS-Graduate,Married,Sales,Husband,Black,Male,None,None,40,United-States,LessThan50K
19,Self-Employed,HS-Graduate,Never-Married,Blue-Collar,Own-child,White,Female,None,None,25,United-States,LessThan50K
22,Private,HS-Graduate,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
52,Self-Employed,Prof-School,Married,Professional,Husband,White,Male,None,None,50,United-States,GreaterThan50K
31,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,LessThan50K
50,Self-Employed,Doctorate,Married,Professional,Husband,White,Male,Low,None,40,United-States,LessThan50K
62,Private,HS-grad,Widowed,Blue-Collar,Unmarried,White,Male,None,None,40,United-States,LessThan50K
26,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,None,None,50,United-States,LessThan50K
64,Other-Govt,HS-grad,Widowed,Admin,Not-in-family,White,Female,None,None,24,United-States,LessThan50K
38,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
44,Private,Prof-School,Married,Professional,Husband,White,Male,High,None,80,United-States,GreaterThan50K
28,Self-Employed,HS-grad,Not-Married,White-Collar,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
19,Private,HS-grad,Never-Married,Service,Own-child,White,Female,None,None,52,United-States,LessThan50K
39,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Female,None,None,10,United-States,LessThan50K
50,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
39,Self-Employed,Masters,Married,Professional,Wife,White,Female,None,None,40,United-States,GreaterThan50K
36,Private,Bachelors,Never-Married,Other-Occupations,Own-child,White,Male,None,None,40,United-States,LessThan50K
39,Private,Associates,Married,Blue-Collar,Husband,White,Male,None,None,49,United-States,LessThan50K
51,Self-Employed,Associates,Never-Married,Sales,Not-in-family,White,Female,None,None,25,United-States,LessThan50K
28,Private,HS-grad,Never-Married,Service,Own-child,White,Female,None,None,32,United-States,LessThan50K
57,Self-Employed,Prof-School,Married,Professional,Husband,White,Male,None,None,30,United-States,GreaterThan50K
40,Other-Govt,Prof-School,Not-Married,Professional,Own-child,Black,Female,None,None,40,United-States,LessThan50K
27,Private,HS-Graduate,Not-Married,Sales,Unmarried,White,Female,None,None,40,South-America,LessThan50K
32,Private,HS-Graduate,Never-Married,Sales,Own-child,White,Male,None,Low,60,United-States,LessThan50K
49,Other-Govt,HS-grad,Not-Married,White-Collar,Unmarried,White,Female,None,None,44,United-States,LessThan50K
34,Self-Employed,Dropout,Never-Married,Service,Own-child,White,Female,None,None,40,United-States,LessThan50K
24,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
54,Private,Dropout,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,Latin-America,LessThan50K
52,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,LessThan50K
43,Private,Dropout,Married,Blue-Collar,Wife,White,Female,None,None,25,United-States,LessThan50K
35,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,46,United-States,LessThan50K
56,Private,HS-grad,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,30,United-States,LessThan50K
30,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
54,Private,HS-grad,Widowed,Service,Unmarried,White,Female,None,None,40,United-States,LessThan50K
35,Private,Bachelors,Never-Married,Sales,Not-in-family,Asian,Male,None,None,50,United-States,LessThan50K
32,Private,HS-Graduate,Never-Married,Admin,Own-child,Black,Female,None,None,40,United-States,LessThan50K
44,Self-Employed,Bachelors,Married,White-Collar,Husband,White,Male,None,None,60,United-States,GreaterThan50K
32,Private,HS-grad,Married,Service,Other-relative,White,Female,None,None,10,United-States,LessThan50K
60,Private,Dropout,Married,Admin,Husband,White,Male,None,None,40,United-States,LessThan50K
40,Private,HS-Graduate,Not-Married,Service,Not-in-family,White,Male,None,None,45,United-States,LessThan50K
50,Private,Dropout,Married,Blue-Collar,Husband,Black,Male,None,None,40,United-States,LessThan50K
58,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,GreaterThan50K
41,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,GreaterThan50K
28,Private,HS-grad,Married,Sales,Husband,White,Male,None,None,40,United-States,GreaterThan50K
53,Private,HS-grad,Never-Married,Admin,Other-relative,White,Male,None,None,35,United-States,LessThan50K
45,Private,HS-grad,Not-Married,Sales,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
23,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Female,None,None,30,United-States,LessThan50K
25,Private,HS-Graduate,Married,Sales,Husband,White,Male,None,None,50,United-States,LessThan50K
40,Self-Employed,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,35,United-States,GreaterThan50K
28,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Female,None,None,60,United-States,LessThan50K
27,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
19,Other-Govt,HS-Graduate,Never-Married,Admin,Own-child,White,Male,None,None,15,United-States,LessThan50K
24,Private,HS-grad,Never-Married,Blue-Collar,Own-child,Black,Male,None,None,25,United-States,LessThan50K
38,Private,Bachelors,Not-Married,Professional,Unmarried,White,Male,None,None,40,United-States,LessThan50K
24,Other-Govt,Masters,Never-Married,Admin,Not-in-family,Black,Female,None,None,40,United-States,LessThan50K
18,Private,Dropout,Never-Married,Service,Own-child,Black,Male,None,None,7,United-States,LessThan50K
58,Private,HS-grad,Not-Married,White-Collar,Unmarried,White,Female,None,None,40,United-States,LessThan50K
35,Private,Masters,Never-Married,Professional,Own-child,White,Male,None,None,44,United-States,GreaterThan50K
43,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Female,None,None,20,United-States,LessThan50K
45,Private,HS-grad,Married,Blue-Collar,Husband,Black,Male,Low,None,35,United-States,LessThan50K
24,Private,HS-grad,Married,Sales,Husband,White,Male,None,None,40,Latin-America,LessThan50K
63,Private,Dropout,Married,Blue-Collar,Husband,Black,Male,None,None,40,United-States,LessThan50K
40,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,Latin-America,LessThan50K
21,Private,Bachelors,Never-Married,Service,Other-relative,White,Male,None,None,20,United-States,LessThan50K
20,Other-Govt,HS-Graduate,Married,Service,Husband,White,Male,None,None,40,United-States,LessThan50K
42,Private,HS-grad,Married,Blue-Collar,Wife,White,Female,Low,None,40,United-States,GreaterThan50K
47,Federal-Govt,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
48,Self-Employed,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,36,United-States,LessThan50K
61,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,Low,40,United-States,LessThan50K
35,Other-Govt,Bachelors,Married,White-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
46,Private,HS-Graduate,Married,Blue-Collar,Wife,White,Female,None,None,20,United-States,LessThan50K
18,Private,Dropout,Never-Married,Service,Own-child,White,Male,None,None,25,United-States,LessThan50K
28,Self-Employed,Bachelors,Never-Married,Professional,Not-in-family,White,Male,None,None,50,United-States,GreaterThan50K
20,Private,HS-grad,Never-Married,Service,Own-child,White,Female,None,None,20,United-States,LessThan50K
28,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
57,Private,HS-grad,Married,Sales,Husband,White,Male,None,None,40,United-States,LessThan50K
56,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
33,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
19,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
29,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
30,Private,HS-Graduate,Never-Married,Blue-Collar,Other-relative,White,Male,None,None,55,South-America,LessThan50K
53,Other-Govt,Bachelors,Not-Married,Professional,Unmarried,White,Female,None,None,57,United-States,LessThan50K
25,Private,Dropout,Never-Married,Service,Not-in-family,White,Female,None,None,40,Latin-America,LessThan50K
44,Other-Govt,HS-grad,Married,Other-Occupations,Husband,White,Male,None,None,38,United-States,LessThan50K
22,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,28,United-States,LessThan50K
40,Private,HS-grad,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
30,Self-Employed,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,Latin-America,LessThan50K
51,Private,Associates,Not-Married,Admin,Unmarried,White,Female,None,None,38,United-States,LessThan50K
17,Private,Dropout,Never-Married,Service,Own-child,White,Female,None,None,24,United-States,LessThan50K
46,Other-Govt,Bachelors,Married,Other-Occupations,Husband,White,Male,None,None,40,United-States,GreaterThan50K
50,Other-Govt,HS-Graduate,Married,Admin,Husband,White,Male,None,None,40,United-States,GreaterThan50K
34,Private,HS-Graduate,Never-Married,White-Collar,Not-in-family,White,Female,None,None,50,United-States,LessThan50K
41,Federal-Govt,Bachelors,Married,Admin,Husband,White,Male,None,None,40,United-States,LessThan50K
32,Private,Bachelors,Never-Married,Service,Unmarried,Other,Male,None,None,40,United-States,LessThan50K
32,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
47,Private,HS-Graduate,Married,Professional,Husband,White,Male,None,None,70,United-States,LessThan50K
50,Private,HS-Graduate,Married,Sales,Husband,White,Male,None,None,40,United-States,LessThan50K
77,Private,Dropout,Widowed,Service,Unmarried,White,Female,None,None,23,United-States,LessThan50K
33,Private,HS-grad,Not-Married,White-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
47,Self-Employed,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,48,United-States,LessThan50K
64,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
34,Private,HS-grad,Married,White-Collar,Husband,White,Male,None,None,50,United-States,LessThan50K
34,Other-Govt,HS-grad,Never-Married,Professional,Unmarried,Black,Female,None,None,35,United-States,LessThan50K
67,Other-Govt,Masters,Never-Married,White-Collar,Other-relative,White,Female,High,None,72,United-States,GreaterThan50K
37,Other-Govt,HS-grad,Never-Married,Service,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
34,Private,Bachelors,Married,Professional,Husband,White,Male,None,None,40,United-States,GreaterThan50K
50,Self-Employed,Doctorate,Not-Married,Sales,Not-in-family,White,Male,None,None,64,United-States,LessThan50K
60,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,45,United-States,GreaterThan50K
46,Other-Govt,Bachelors,Not-Married,Professional,Unmarried,White,Female,None,None,43,United-States,LessThan50K
44,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,Low,None,40,United-States,GreaterThan50K
43,Private,HS-grad,Married,Sales,Other-relative,White,Female,None,None,44,Euro_2,LessThan50K
48,Private,Masters,Married,Professional,Husband,White,Male,None,None,40,South-America,GreaterThan50K
36,Private,HS-grad,Never-Married,Admin,Other-relative,White,Female,Low,None,40,Latin-America,LessThan50K
48,Private,HS-Graduate,Never-Married,Admin,Not-in-family,White,Female,None,None,43,United-States,LessThan50K
37,Private,HS-Graduate,Married,Admin,Husband,White,Male,None,None,40,United-States,LessThan50K
51,Private,Masters,Married,Sales,Husband,White,Male,None,None,40,United-States,GreaterThan50K
52,Private,Masters,Married,Professional,Husband,White,Male,None,None,45,United-States,GreaterThan50K
27,Private,Dropout,Never-Married,Sales,Own-child,Asian,Female,None,None,20,SE-Asia,LessThan50K
43,Other-Govt,Masters,Married,White-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
23,Private,HS-grad,Never-Married,Service,Own-child,Black,Male,None,None,25,United-States,LessThan50K
66,Private,Associates,Married,Blue-Collar,Husband,White,Male,Low,None,40,Euro_2,GreaterThan50K
37,Self-Employed,Dropout,Married,Service,Wife,White,Female,Low,None,40,United-States,LessThan50K
35,Private,HS-Graduate,Never-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
42,Other-Govt,Bachelors,Married,Professional,Husband,White,Male,Low,None,40,United-States,GreaterThan50K
49,Private,Dropout,Never-Married,Service,Unmarried,White,Female,None,None,38,South-America,LessThan50K
51,Other-Govt,Bachelors,Married,Professional,Wife,White,Female,None,None,40,United-States,GreaterThan50K
71,Federal-Govt,HS-grad,Widowed,White-Collar,Not-in-family,White,Male,None,None,9,United-States,LessThan50K
50,Other-Govt,Masters,Married,Professional,Wife,White,Female,None,High,40,United-States,GreaterThan50K
63,Private,HS-grad,Widowed,Admin,Unmarried,White,Female,None,None,40,United-States,LessThan50K
41,Other-Govt,Masters,Never-Married,Professional,Own-child,White,Female,None,None,35,United-States,LessThan50K
24,Other-Govt,HS-Graduate,Never-Married,Blue-Collar,Own-child,White,Female,None,None,40,United-States,LessThan50K
41,Other-Govt,HS-Graduate,Not-Married,Service,Unmarried,White,Female,None,None,45,United-States,LessThan50K
33,Other-Govt,Associates,Married,Admin,Husband,White,Male,None,None,40,United-States,LessThan50K
42,Other-Govt,HS-Graduate,Married,Blue-Collar,Husband,Black,Male,None,None,40,United-States,LessThan50K
23,Private,Bachelors,Never-Married,Sales,Own-child,Asian,Male,None,None,40,United-States,LessThan50K
49,Private,Associates,Not-Married,Professional,Not-in-family,White,Female,None,None,38,United-States,LessThan50K
28,Self-Employed,Dropout,Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
31,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,56,Latin-America,LessThan50K
28,Private,Bachelors,Never-Married,Admin,Own-child,Black,Male,None,None,35,United-States,LessThan50K
37,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,25,United-States,LessThan50K
19,Private,HS-Graduate,Never-Married,White-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
51,Other-Govt,Bachelors,Married,Professional,Husband,White,Male,None,None,26,United-States,LessThan50K
25,Private,Associates,Married,Sales,Husband,White,Male,None,None,41,United-States,LessThan50K
49,Self-Employed,HS-grad,Married,White-Collar,Husband,White,Male,None,None,50,United-States,LessThan50K
47,Private,HS-grad,Not-Married,Sales,Unmarried,White,Female,None,None,45,United-States,LessThan50K
48,Other-Govt,HS-grad,Married,Service,Husband,White,Male,None,None,40,United-States,LessThan50K
41,Other-Govt,HS-grad,Not-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
32,Private,HS-grad,Not-Married,Admin,Unmarried,White,Female,None,None,40,United-States,LessThan50K
46,Private,HS-grad,Married,Blue-Collar,Husband,Black,Male,None,None,40,United-States,LessThan50K
17,Private,Dropout,Never-Married,Sales,Own-child,White,Female,None,None,20,United-States,LessThan50K
34,Private,Dropout,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,43,United-States,LessThan50K
44,Private,HS-grad,Never-Married,Admin,Other-relative,White,Female,None,None,30,United-States,LessThan50K
23,Private,Associates,Never-Married,Service,Own-child,White,Female,None,None,20,United-States,LessThan50K
35,Private,HS-Graduate,Never-Married,Professional,Unmarried,Asian,Male,Low,None,20,United-States,LessThan50K
30,Private,Bachelors,Never-Married,Blue-Collar,Not-in-family,White,Male,Low,None,40,United-States,LessThan50K
34,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,45,Latin-America,LessThan50K
34,Federal-Govt,Prof-School,Married,Professional,Husband,White,Male,None,None,40,United-States,GreaterThan50K
39,Private,Associates,Married,Admin,Husband,White,Male,None,None,40,United-States,LessThan50K
28,Private,Associates,Married,Admin,Husband,White,Male,Low,None,40,United-States,LessThan50K
53,Other-Govt,Masters,Married,White-Collar,Husband,White,Male,High,None,70,United-States,GreaterThan50K
34,Private,Dropout,Never-Married,Blue-Collar,Unmarried,White,Male,None,None,40,United-States,LessThan50K
21,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
53,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,LessThan50K
54,Self-Employed,Masters,Not-Married,Professional,Not-in-family,White,Male,None,None,50,United-States,GreaterThan50K
32,Private,HS-Graduate,Not-Married,Sales,Unmarried,White,Female,None,None,40,United-States,LessThan50K
39,Other-Govt,Bachelors,Never-Married,Professional,Not-in-family,White,Male,None,None,35,United-States,LessThan50K
39,Private,HS-Graduate,Not-Married,Blue-Collar,Unmarried,White,Female,None,None,40,United-States,LessThan50K
29,Private,HS-grad,Married,White-Collar,Husband,White,Male,None,None,40,Euro_1,LessThan50K
29,Private,HS-grad,Not-Married,Professional,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
43,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,42,United-States,GreaterThan50K
39,Private,Masters,Married,Admin,Husband,White,Male,None,None,40,United-States,LessThan50K
45,Private,HS-Graduate,Not-Married,White-Collar,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
36,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
43,Other-Govt,HS-Graduate,Not-Married,Admin,Not-in-family,White,Female,Low,None,20,Latin-America,LessThan50K
31,Private,HS-grad,Never-Married,Sales,Unmarried,Black,Female,None,None,58,United-States,LessThan50K
39,Private,HS-grad,Married,White-Collar,Husband,White,Male,None,None,60,United-States,GreaterThan50K
32,Private,Bachelors,Married,Professional,Wife,White,Female,None,High,32,United-States,GreaterThan50K
45,Other-Govt,HS-grad,Married,Blue-Collar,Husband,Black,Male,None,None,40,United-States,GreaterThan50K
19,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,50,United-States,LessThan50K
43,Private,HS-Graduate,Married,Professional,Husband,White,Male,None,None,48,United-States,GreaterThan50K
32,Private,Associates,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
43,Self-Employed,Bachelors,Never-Married,Sales,Not-in-family,White,Female,None,None,60,United-States,LessThan50K
34,Private,Bachelors,Married,Admin,Husband,White,Male,None,None,27,United-States,LessThan50K
66,Self-Employed,HS-Graduate,Married,Professional,Husband,White,Male,None,None,40,United-States,LessThan50K
37,Private,Associates,Married,Blue-Collar,Husband,White,Male,None,Low,40,United-States,GreaterThan50K
46,Self-Employed,Associates,Married,White-Collar,Wife,White,Female,None,None,40,United-States,LessThan50K
23,Private,Bachelors,Never-Married,Professional,Own-child,White,Female,None,None,40,United-States,LessThan50K
41,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,None,None,40,United-States,GreaterThan50K
55,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,Low,None,40,United-States,GreaterThan50K
35,Self-Employed,Prof-School,Married,Professional,Husband,White,Male,None,None,50,United-States,GreaterThan50K
37,Private,Bachelors,Married,Professional,Husband,White,Male,None,None,55,United-States,GreaterThan50K
43,Private,Bachelors,Married,Professional,Husband,White,Male,None,None,42,United-States,GreaterThan50K
